emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
หัวหน้างาน,เพศหญิง,Exhibition Project (Department),Consumer Team,Consumer Team Center,Graphic Designer,7,ปัจจุบัน,30,4,โสด,0,26250,ปริญญาตรี,B
ผู้จัดการ,เพศชาย,Sales and Marketing (Department),Exhibition (Local) - Proactive,Exhibition (Local) - Proactive,Senior Sales Manager - Exhibition,4,ปัจจุบัน,43,4,โสด,0,101000,,D
พนักงาน,เพศหญิง,Management Office (Department),Corporate Affairs,Corporate Affairs,Administrative Officer,9,พ้นสภาพ,28,4,โสด,0,13390,,C
ผู้จัดการ,เพศหญิง,Corporate Human Resources (Department),HR Business Solutions,HR Business Solutions,Manager - HR Business Solutions,5,ปัจจุบัน,40,4,แต่งงาน,2,76400,ปริญญาตรี,B
พนักงาน,เพศหญิง,Operations (Department),Transportation,Transportation,Shuttle bus driver,11,พ้นสภาพ,44,4,โสด,0,12360,,C
พนักงาน,เพศหญิง,Corporate Communications (Department),Website and Social Media,Website and Social Media,Web Developer,8,ปัจจุบัน,27,4,โสด,0,18900,ปริญญาตรี,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Cosmo Office Park,Cosmo Office Park,Technician (Office Building),9,พ้นสภาพ,25,4,โสด,0,15450,,C
หัวหน้างาน,เพศชาย,Exhibition Project (Department),Trade Team,Trade A1,Senior Executive - Marketing,7,พ้นสภาพ,28,4,โสด,0,35000,ปริญญาตรี,A
หัวหน้างาน,เพศชาย,Corporate Human Resources (Department),COE Center,COE Center,Employer Branding Supervisor,7,ปัจจุบัน,29,4,โสด,0,42000,ปริญญาตรี,B
พนักงาน,เพศหญิง,Standard Control (Department),Quality Assurance,Quality Assurance,QA Officer,9,ปัจจุบัน,35,4,โสด,0,21000,,B
หัวหน้างาน,เพศหญิง,Corporate Human Resources (Department),Total Rewards Management,Total Rewards Management,Assistant Manager - Total Rewards Management,6,ปัจจุบัน,34,4,โสด,0,45150,ปริญญาตรี,B
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hei Yin - Kitchen,Hei Yin - Kitchen,Commis I,9,ปัจจุบัน,28,4,โสด,0,13000,ปริญญาตรี,C
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Commis III,11,ปัจจุบัน,25,4,โสด,0,13000,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),ISAN JIM JOOM - Lakefront - Kitchen,ISAN JIM JOOM - Lakefront - Kitchen,Commis II,10,พ้นสภาพ,34,4,โสด,0,13650,,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,ปัจจุบัน,32,4,โสด,0,13650,,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,ปัจจุบัน,26,4,โสด,0,13130,,D
หัวหน้างาน,เพศชาย,IMPACT Lake Front (Department),Jackie Seafood - Kitchen,Jackie Seafood - Kitchen,Chopper II,7,ปัจจุบัน,31,4,โสด,0,23000,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,พ้นสภาพ,38,4,โสด,0,13390,,C
พนักงาน,เพศชาย,IMPACT Lake Front (Department),Uwajima - Kitchen,Uwajima - Kitchen,Commis III,11,ปัจจุบัน,27,4,โสด,0,11330,,C
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,พ้นสภาพ,43,4,โสด,2,11000,,B
พนักงาน,เพศหญิง,The Coffee group (Department),The coffee Academics - Kitchen (MEGA Bangna),The coffee Academics - Kitchen (MEGA Bangna),Kitchen Staff,9,ปัจจุบัน,30,4,โสด,0,12000,มัธยมศึกษาตอนปลาย,D
พนักงาน,เพศชาย,Restaurant Group (Department),Breeze Cafe & Bar - Service,Breeze Cafe & Bar - Service,Service,10,พ้นสภาพ,31,4,โสด,0,11000,,D
พนักงาน,เพศชาย,Restaurant Group (Department),ISAN JIM JOOM - Lakefront - Service,ISAN JIM JOOM - Lakefront - Service,Captain,9,พ้นสภาพ,31,4,โสด,0,15750,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),ISAN@ARENA - Service,ISAN@ARENA - Service,Service,10,ปัจจุบัน,25,4,โสด,0,11330,,C
พนักงาน,เพศชาย,IMPACT Lake Front (Department),ISAN JIM JOOM - Kitchen,ISAN JIM JOOM - Kitchen,Commis II,10,ปัจจุบัน,25,4,โสด,0,12000,,C
พนักงาน,เพศชาย,IMPACT Lake Front (Department),ISAN JIM JOOM - Kitchen,ISAN JIM JOOM - Kitchen,Commis III,11,ปัจจุบัน,29,4,โสด,0,12600,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Suki - Service (Portal),Hong Kong Suki - Service (Portal),Service,10,พ้นสภาพ,24,4,โสด,0,11330,,C
พนักงาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Chinese Banquet Kitchen,Chinese Banquet Kitchen,Commis III,11,ปัจจุบัน,34,4,โสด,0,13000,,C
พนักงาน,เพศหญิง,IMPACT Lake Front (Department),ISAN JIM JOOM - Kitchen,ISAN JIM JOOM - Kitchen,Commis III,11,ปัจจุบัน,39,4,โสด,0,12840,,A
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tai Sho Tei - Service(Challenger),Tai Sho Tei - Service(Challenger),Service,10,พ้นสภาพ,24,4,โสด,0,11330,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Captain,9,ปัจจุบัน,37,4,แต่งงาน,2,11550,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Retro Bar Cafe' - Kitchen,Retro Bar Cafe' - Kitchen,Commis III,11,พ้นสภาพ,58,4,หม้าย,0,11000,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tai Sho Tei - Service(Challenger),Tai Sho Tei - Service(Challenger),Service,10,พ้นสภาพ,25,4,โสด,0,11000,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Beverage Bar,Beverage Bar,Bar Waitress,10,พ้นสภาพ,29,4,โสด,0,11330,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Beverage Bar,Beverage Bar,Barista,9,ปัจจุบัน,26,4,โสด,0,14420,,C
พนักงาน,เพศชาย,IMPACT Tennis Academy & Sport Club (Dep.),IMPACT Fitness,IMPACT Fitness,Grounds-person,11,ปัจจุบัน,43,4,โสด,0,11330,,C
พนักงาน,เพศชาย,Restaurant Group (Department),Manorah - Kitchen,Manorah - Kitchen,Chef de Partie,8,พ้นสภาพ,46,4,โสด,1,20200,ปริญญาตรี,D
พนักงาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,ปัจจุบัน,33,4,โสด,1,14980,,A
พนักงาน,เพศหญิง,Restaurant Group (Department),Flann Impact - Kitchen,Flann Impact - Kitchen,Commis II,10,ปัจจุบัน,23,4,โสด,0,11550,,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Account,Account,Account Payable,8,ปัจจุบัน,27,4,โสด,0,15450,ปริญญาตรี,C
พนักงาน,เพศหญิง,Procurement (Department),Administration,Administration,Administrative Officer,9,ปัจจุบัน,43,4,โสด,0,15450,,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Costing,Costing,Beverage Cost Officer,9,พ้นสภาพ,28,4,โสด,0,15450,,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Waitress,9,ปัจจุบัน,40,4,โสด,0,14980,,A
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Beehive),Tsubohachi - Kitchen (Beehive),Commis III,11,พ้นสภาพ,26,4,โสด,0,11330,,C
หัวหน้างาน,เพศหญิง,IMPACT Lake Front (Department),ISAN JIM JOOM - Service,ISAN JIM JOOM - Service,Manager - Restaurant,6,ปัจจุบัน,47,4,โสด,1,36380,ปริญญาตรี,A
ผู้จัดการ,เพศหญิง,Corporate Human Resources (Department),HR Business Solutions,HR Business Solutions,Manager - HR Business Solutions,5,ปัจจุบัน,41,4,แต่งงาน,1,65000,ปริญญาตรี,B
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen(The Promenade),Tsubohachi - Kitchen(The Promenade),Commis III,11,พ้นสภาพ,31,4,โสด,0,11000,,B
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen(The Promenade),Tsubohachi - Kitchen(The Promenade),Commis III,11,ปัจจุบัน,30,4,โสด,0,11330,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen(The Promenade),Tsubohachi - Kitchen(The Promenade),Steward,11,ปัจจุบัน,49,4,โสด,0,10530,,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,ปัจจุบัน,30,4,โสด,0,13390,,C
หัวหน้างาน,เพศชาย,IMPACT Lake Front (Department),Breeze Cafe & Bar - Service,Breeze Cafe & Bar - Service,Manager - Restaurant,6,ปัจจุบัน,45,4,แต่งงาน,0,34240,ปริญญาตรี,A
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,ปัจจุบัน,34,4,โสด,1,15398,,C
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,ปัจจุบัน,23,4,โสด,0,15697,,B
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis III,11,ปัจจุบัน,36,4,โสด,1,13390,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Flann Impact - Service,Flann Impact - Service,Waitress,10,ปัจจุบัน,27,4,โสด,0,11550,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Uwajima - Lake side - Service,Uwajima - Lake side - Service,Hostess,9,พ้นสภาพ,29,4,โสด,0,11550,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Uwajima - Lake side - Service,Uwajima - Lake side - Service,Service,10,พ้นสภาพ,26,4,โสด,0,11550,,B
พนักงาน,เพศชาย,IMPACT Lake Front (Department),IMPACT Speed Park,IMPACT Speed Park,Marshal,9,ปัจจุบัน,29,4,โสด,0,12360,,C
พนักงาน,เพศชาย,Restaurant Group (Department),Retro Bar Cafe' - Service,Retro Bar Cafe' - Service,Bartender,10,ปัจจุบัน,24,4,โสด,0,12360,,C
พนักงาน,เพศชาย,IMPACT Lake Front (Department),Breeze Cafe & Bar - Service,Breeze Cafe & Bar - Service,Bar Captain,9,ปัจจุบัน,29,4,แต่งงาน,0,15000,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Jackie Seafood - Service,Jackie Seafood - Service,Steward,11,พ้นสภาพ,53,4,โสด,0,12360,,C
พนักงาน,เพศชาย,Restaurant Group (Department),Flann Impact - Kitchen,Flann Impact - Kitchen,Commis III,11,ปัจจุบัน,27,4,โสด,0,12360,,C
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Portal),Tsubohachi - Service (Portal),Manager - Restaurant,6,ปัจจุบัน,41,4,โสด,2,33600,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Corporate Human Resources (Department),HR Business Solutions,HR Business Solutions,HR Business Solutions Supervisor,7,พ้นสภาพ,33,4,โสด,0,33990,ปริญญาตรี,C
